osm_id,landuse,building,geometry
,,industrial,"POLYGON ((121.0458246 14.7913732, 121.0458814 14.7913726, 121.0458795 14.791268, 121.045449 14.7912753, 121.0454502 14.7913753, 121.0458246 14.7913732))"
,,industrial,"POLYGON ((121.0458269 14.7914715, 121.0458246 14.7913732, 121.0454502 14.7913753, 121.0454265 14.7913755, 121.0454292 14.7914764, 121.0458269 14.7914715))"
,,industrial,"POLYGON ((121.0453251 14.7915059, 121.0453242 14.7913899, 121.0451989 14.7913901, 121.0452006 14.7915067, 121.0453251 14.7915059))"
,,industrial,"POLYGON ((121.0452006 14.7915067, 121.0451989 14.7913901, 121.0444952 14.7913971, 121.0444789 14.7913972, 121.0444799 14.7915123, 121.0452006 14.7915067))"
,,industrial,"POLYGON ((121.0453678 14.7916564, 121.0453758 14.7916563, 121.0453761 14.7915386, 121.0445754 14.7915435, 121.044576 14.7916627, 121.0453678 14.7916564))"
,,industrial,"POLYGON ((121.0453688 14.7917717, 121.0453678 14.7916564, 121.044576 14.7916627, 121.0445597 14.7916628, 121.0445607 14.791778, 121.0453688 14.7917717))"
,,industrial,"POLYGON ((121.0402655 14.7929009, 121.0398683 14.7926976, 121.0398197 14.7927864, 121.0402169 14.7929898, 121.0402655 14.7929009))"
,,industrial,"POLYGON ((121.0411126 14.7930108, 121.040469 14.7926819, 121.0404098 14.7927902, 121.0410533 14.7931193, 121.0411126 14.7930108))"
,,industrial,"POLYGON ((121.0401978 14.7930128, 121.0397028 14.7927632, 121.039653 14.7928557, 121.0401479 14.7931053, 121.0401978 14.7930128))"
,,industrial,"POLYGON ((121.0410536 14.7931188, 121.04041 14.7927898, 121.0403508 14.7928981, 121.0409943 14.7932272, 121.0410536 14.7931188))"
,,industrial,"POLYGON ((121.0401355 14.7931267, 121.039592 14.7928509, 121.0395404 14.7929459, 121.0400839 14.7932218, 121.0401355 14.7931267))"
,,industrial,"POLYGON ((121.0409949 14.7932276, 121.0403513 14.7928986, 121.0402921 14.793007, 121.0409356 14.7933361, 121.0409949 14.7932276))"
,,industrial,"POLYGON ((121.041816 14.7933978, 121.0418669 14.793312, 121.0412123 14.7929612, 121.0411576 14.7930585, 121.0411752 14.7930676, 121.041816 14.7933978))"
,,industrial,"POLYGON ((121.0409287 14.7933426, 121.0402851 14.7930137, 121.0402259 14.793122, 121.0408694 14.7934511, 121.0409287 14.7933426))"
,,industrial,"POLYGON ((121.04003 14.7933236, 121.0394864 14.7930479, 121.0394349 14.7931428, 121.0399783 14.7934187, 121.04003 14.7933236))"
,,industrial,"POLYGON ((121.0417696 14.7934877, 121.041816 14.7933978, 121.0411752 14.7930676, 121.041126 14.7931587, 121.0417696 14.7934877))"
,,industrial,"POLYGON ((121.0399692 14.793434, 121.0394257 14.7931582, 121.0393741 14.7932532, 121.0399176 14.7935291, 121.0399692 14.793434))"
,,industrial,"POLYGON ((121.0417696 14.7934877, 121.041126 14.7931587, 121.0410668 14.793267, 121.0417103 14.7935961, 121.0417696 14.7934877))"
,,industrial,"POLYGON ((121.040844 14.7934903, 121.0402004 14.7931613, 121.0401412 14.7932696, 121.0407847 14.7935987, 121.040844 14.7934903))"
,,industrial,"POLYGON ((121.0398999 14.7935587, 121.0393563 14.7932829, 121.0393048 14.7933779, 121.0398482 14.7936538, 121.0398999 14.7935587))"
,,industrial,"POLYGON ((121.0416984 14.7936136, 121.0410549 14.7932846, 121.0409956 14.7933929, 121.0416391 14.793722, 121.0416984 14.7936136))"
,,industrial,"POLYGON ((121.040493 14.7935782, 121.0400883 14.793364, 121.0400457 14.7934392, 121.0404503 14.7936535, 121.040493 14.7935782))"
,,industrial,"POLYGON ((121.040428 14.7936892, 121.0400224 14.7934767, 121.0399801 14.7935521, 121.0403858 14.7937646, 121.040428 14.7936892))"
,,industrial,"POLYGON ((121.0416258 14.7937387, 121.0409823 14.7934097, 121.040923 14.7935181, 121.0415665 14.7938472, 121.0416258 14.7937387))"
,,industrial,"POLYGON ((121.0403594 14.7938131, 121.0399577 14.7935936, 121.0399141 14.7936682, 121.0403157 14.7938878, 121.0403594 14.7938131))"
,,industrial,"POLYGON ((121.0415554 14.7938628, 121.0409118 14.7935339, 121.0408525 14.7936422, 121.041496 14.7939713, 121.0415554 14.7938628))"
,,industrial,"POLYGON ((121.0409651 14.793836, 121.0405593 14.7936238, 121.0405171 14.7936992, 121.0409229 14.7939115, 121.0409651 14.793836))"
,,industrial,"POLYGON ((121.0423227 14.7939107, 121.0418151 14.7936611, 121.041772 14.7937431, 121.0422795 14.7939927, 121.0423227 14.7939107))"
,,industrial,"POLYGON ((121.0402931 14.7939443, 121.0398915 14.7937248, 121.0398478 14.7937995, 121.0402494 14.794019, 121.0402931 14.7939443))"
,,industrial,"POLYGON ((121.0409037 14.7939485, 121.040498 14.7937362, 121.0404558 14.7938116, 121.0408615 14.794024, 121.0409037 14.7939485))"
,,industrial,"POLYGON ((121.042254 14.7940452, 121.0417464 14.7937956, 121.0417033 14.7938775, 121.0422108 14.7941272, 121.042254 14.7940452))"
,,industrial,"POLYGON ((121.0402268 14.7940572, 121.0398252 14.7938377, 121.0397815 14.7939124, 121.0401831 14.7941319, 121.0402268 14.7940572))"
,,industrial,"POLYGON ((121.0408405 14.7940627, 121.0404348 14.7938505, 121.0403925 14.7939259, 121.0407983 14.7941382, 121.0408405 14.7940627))"
,industrial,,"POLYGON ((121.0428212 14.7951084, 121.0429156 14.794702, 121.04278 14.7943395, 121.0428545 14.7943201, 121.0424267 14.7937418, 121.0422483 14.7934617, 121.0411286 14.7928051, 121.0410956 14.7925359, 121.0410517 14.7923712, 121.039903 14.7924651, 121.0398403 14.792495, 121.0396198 14.7925209, 121.0394461 14.792579, 121.0392924 14.7926113, 121.0391254 14.7926048, 121.0390052 14.7926759, 121.038925 14.7925855, 121.0387646 14.7926371, 121.0385642 14.7927534, 121.0387045 14.7927534, 121.038798 14.7928438, 121.0388381 14.7929666, 121.038778 14.7930828, 121.0388849 14.7931733, 121.0387847 14.7933218, 121.0386511 14.7934252, 121.0387045 14.7934898, 121.0387914 14.7936254, 121.0388849 14.7937223, 121.038925 14.7938709, 121.038982 14.7939565, 121.0389886 14.793984, 121.0390037 14.7939918, 121.0390258 14.7940232, 121.0390521 14.7940452, 121.0390711 14.7940292, 121.0390953 14.7940311, 121.0391298 14.794039, 121.0391351 14.7940554, 121.0391466 14.7940711, 121.0391646 14.794076, 121.0391829 14.7940792, 121.0391917 14.7940667, 121.0392125 14.7940608, 121.0392287 14.7940683, 121.0392607 14.7940942, 121.0392713 14.7941008, 121.0392775 14.7941147, 121.0395773 14.7944243, 121.0396769 14.7944758, 121.0397063 14.794507, 121.0397438 14.7945666, 121.039751 14.7946468, 121.0397559 14.794759, 121.0397411 14.794803, 121.0397043 14.7948597, 121.0397066 14.7948964, 121.0397501 14.7949302, 121.0397702 14.7949598, 121.0398567 14.7949944, 121.0399285 14.7950442, 121.0399956 14.7951182, 121.0399966 14.7951542, 121.0400183 14.795188, 121.040024 14.7952552, 121.0402034 14.7954213, 121.0406004 14.795328, 121.0409759 14.7952865, 121.0419024 14.7954425, 121.0421936 14.7956267, 121.0428212 14.7951084))"
,,industrial,"POLYGON ((121.04145 14.7940847, 121.0410442 14.7938724, 121.041002 14.7939478, 121.0414078 14.7941602, 121.04145 14.7940847))"
,,industrial,"POLYGON ((121.0401655 14.7941629, 121.0397638 14.7939434, 121.0397202 14.7940181, 121.0401218 14.7942376, 121.0401655 14.7941629))"
,,industrial,"POLYGON ((121.0407819 14.7941752, 121.0403761 14.793963, 121.0403339 14.7940384, 121.0407397 14.7942507, 121.0407819 14.7941752))"
,,industrial,"POLYGON ((121.0421835 14.7941845, 121.0417714 14.7939818, 121.0417276 14.794065, 121.0421397 14.7942677, 121.0421835 14.7941845))"
,,industrial,"POLYGON ((121.0413876 14.7941948, 121.0409818 14.7939825, 121.0409396 14.7940579, 121.0413453 14.7942702, 121.0413876 14.7941948))"
,,industrial,"POLYGON ((121.0426773 14.7942968, 121.0423177 14.794107, 121.0422885 14.7941588, 121.0426481 14.7943485, 121.0426773 14.7942968))"
,,industrial,"POLYGON ((121.040716 14.794301, 121.0403102 14.7940887, 121.040268 14.7941641, 121.0406737 14.7943764, 121.040716 14.794301))"
,,industrial,"POLYGON ((121.0413223 14.7943169, 121.0409165 14.7941046, 121.0408743 14.7941801, 121.0412801 14.7943924, 121.0413223 14.7943169))"
,,industrial,"POLYGON ((121.0427041 14.7943861, 121.042285 14.7941651, 121.0422487 14.7942295, 121.0426678 14.7944503, 121.0427041 14.7943861))"
,,industrial,"POLYGON ((121.0420586 14.7944011, 121.0415579 14.7941388, 121.0415127 14.7942197, 121.0420133 14.794482, 121.0420586 14.7944011))"
,,industrial,"POLYGON ((121.0406509 14.7944108, 121.0402451 14.7941985, 121.0402029 14.7942739, 121.0406087 14.7944863, 121.0406509 14.7944108))"
,,industrial,"POLYGON ((121.0412682 14.7944207, 121.0408624 14.7942084, 121.0408202 14.7942838, 121.041226 14.7944962, 121.0412682 14.7944207))"
,,industrial,"POLYGON ((121.0426607 14.7944597, 121.0422417 14.7942388, 121.0422054 14.7943031, 121.0426245 14.794524, 121.0426607 14.7944597))"
,,industrial,"POLYGON ((121.0432683 14.7945295, 121.0432037 14.7942469, 121.043094 14.7942703, 121.0431587 14.7945529, 121.0432683 14.7945295))"
14909592,industrial,,"POLYGON ((121.0382371 14.750432, 121.0394494 14.7503438, 121.0394427 14.7501545, 121.0394265 14.7499766, 121.0380332 14.7500922, 121.0382371 14.750432))"
,,industrial,"POLYGON ((121.0397106 14.786633, 121.0393245 14.7862249, 121.0392341 14.7863013, 121.0396182 14.7867204, 121.0397106 14.786633))"
,industrial,,"POLYGON ((121.0330122 14.7876477, 121.0327431 14.7875554, 121.032701 14.7876702, 121.0329701 14.7877625, 121.0330122 14.7876477))"
,,industrial,"POLYGON ((121.0218679 14.7934167, 121.021926 14.7932195, 121.0218042 14.7931875, 121.0218003 14.7932041, 121.0215636 14.7931424, 121.0215053 14.7932996, 121.0217317 14.7933866, 121.0218679 14.7934167))"
,,industrial,"POLYGON ((121.0215725 14.7936849, 121.0216114 14.7936547, 121.021625 14.7936632, 121.0216309 14.7936467, 121.0216663 14.7935412, 121.0216702 14.7935317, 121.0217317 14.7933866, 121.0215053 14.7932996, 121.0215636 14.7931424, 121.0218003 14.7932041, 121.0218042 14.7931875, 121.021926 14.7932195, 121.0219752 14.7930211, 121.0213882 14.793001, 121.0211766 14.7936365, 121.0215402 14.7937497, 121.0215725 14.7936849))"
,,industrial,"POLYGON ((121.022257 14.7938232, 121.0224255 14.7938163, 121.0223412 14.7933827, 121.0222735 14.7930348, 121.0219752 14.7930211, 121.021926 14.7932195, 121.0218679 14.7934167, 121.0218328 14.793567, 121.0217711 14.7937806, 121.022257 14.7938232))"
,industrial,,"POLYGON ((121.0215936 14.7937636, 121.0217006 14.7937739, 121.0217399 14.7937776, 121.0217711 14.7937806, 121.022257 14.7938232, 121.0224255 14.7938163, 121.0223412 14.7933827, 121.0222735 14.7930348, 121.0219752 14.7930211, 121.0213882 14.793001, 121.0211766 14.7936365, 121.0215402 14.7937497, 121.0214724 14.7938947, 121.021534 14.7939086, 121.0215936 14.7937636))"
,,industrial,"POLYGON ((121.039838 14.7936814, 121.0392945 14.7934056, 121.0392429 14.7935006, 121.0397864 14.7937765, 121.039838 14.7936814))"
,,industrial,"POLYGON ((121.0216615 14.7936528, 121.0216561 14.7936701, 121.0217931 14.7937025, 121.0218328 14.793567, 121.0216702 14.7935317, 121.0216663 14.7935412, 121.0216309 14.7936467, 121.0216615 14.7936528))"
,,industrial,"POLYGON ((121.0397717 14.7938042, 121.0392307 14.7935283, 121.0391792 14.7936227, 121.0397202 14.7938987, 121.0397717 14.7938042))"
,,industrial,"POLYGON ((121.0151936 14.7717834, 121.015218 14.7716869, 121.0154079 14.7709348, 121.0149737 14.7708342, 121.0147752 14.7716849, 121.0151936 14.7717834))"
,,industrial,"POLYGON ((121.0168053 14.771884, 121.017272 14.7717336, 121.0169716 14.770857, 121.0167382 14.7718685, 121.0168053 14.771884))"
,,industrial,"POLYGON ((121.0155661 14.7718762, 121.0157914 14.7710333, 121.0155903 14.770984, 121.0153998 14.771732, 121.0153757 14.771827, 121.0155661 14.7718762))"
,,industrial,"POLYGON ((121.0156949 14.7719125, 121.0159255 14.771067, 121.0157914 14.7710333, 121.0155661 14.7718762, 121.0156949 14.7719125))"
,,industrial,"POLYGON ((121.0159121 14.7719592, 121.0161213 14.7712045, 121.0159255 14.7711604, 121.015719 14.7719125, 121.0159121 14.7719592))"
,,industrial,"POLYGON ((121.0163171 14.7720318, 121.016529 14.7712901, 121.016183 14.7712201, 121.0160275 14.7719696, 121.0163171 14.7720318))"
,,industrial,"POLYGON ((121.0152687 14.7722606, 121.0153998 14.771732, 121.015218 14.7716869, 121.0151024 14.7722243, 121.0152687 14.7722606))"
,,industrial,"POLYGON ((121.0168602 14.777662, 121.0170492 14.7770698, 121.0163607 14.7768643, 121.0161717 14.7774566, 121.0168602 14.777662))"
,,industrial,"POLYGON ((121.0178605 14.7774694, 121.0178903 14.7773943, 121.0177539 14.7773437, 121.0177241 14.7774189, 121.0178605 14.7774694))"
,,industrial,"POLYGON ((121.0175164 14.7778574, 121.0176321 14.7774742, 121.0175104 14.7774398, 121.0175704 14.7772413, 121.0171719 14.7771287, 121.0169961 14.7777104, 121.0175164 14.7778574))"
,,industrial,"POLYGON ((121.017457 14.7784437, 121.0176034 14.7779635, 121.0164707 14.7776408, 121.0163243 14.778121, 121.017457 14.7784437))"
,,industrial,"POLYGON ((121.0156588 14.7782499, 121.0157483 14.7780382, 121.015421 14.7779517, 121.0153338 14.7782021, 121.0156588 14.7782499))"
,,industrial,"POLYGON ((121.0159922 14.7784758, 121.0160964 14.7781537, 121.0158197 14.77807, 121.0157155 14.7783921, 121.0159922 14.7784758))"
,industrial,,"POLYGON ((121.0182148 14.7794343, 121.0179936 14.7789605, 121.0179075 14.7778427, 121.0180334 14.7772065, 121.0147352 14.7762643, 121.0151178 14.7775953, 121.0153811 14.7783861, 121.0171589 14.7790163, 121.0168819 14.7798695, 121.0172898 14.7800775, 121.0177061 14.7803026, 121.0183934 14.7796344, 121.0182148 14.7794343))"
,,industrial,"POLYGON ((121.0161909 14.7786925, 121.0163437 14.7782272, 121.0161156 14.7781572, 121.0159628 14.7786225, 121.0161909 14.7786925))"
,,industrial,"POLYGON ((121.0164296 14.7787572, 121.0165751 14.7782899, 121.0163517 14.778225, 121.0162063 14.7786922, 121.0164296 14.7787572))"
,,industrial,"POLYGON ((121.0167463 14.7788653, 121.0169007 14.7783888, 121.0167385 14.7783397, 121.0165841 14.7788161, 121.0167463 14.7788653))"
,,industrial,"POLYGON ((121.017068 14.7789582, 121.017218 14.7784923, 121.0169096 14.7783995, 121.0167596 14.7788654, 121.017068 14.7789582))"
,,industrial,"POLYGON ((121.0177382 14.7787767, 121.0177615 14.7787019, 121.0176815 14.7786786, 121.0176582 14.7787535, 121.0177382 14.7787767))"
,,industrial,"POLYGON ((121.017308 14.7790315, 121.0174599 14.7785695, 121.0172316 14.7784993, 121.0170797 14.7789614, 121.017308 14.7790315))"
,,industrial,"POLYGON ((121.0177333 14.7789286, 121.0177758 14.7787927, 121.0176557 14.7787576, 121.0176132 14.7788935, 121.0177333 14.7789286))"
,,industrial,"POLYGON ((121.0173977 14.7795631, 121.0174973 14.7792489, 121.0176337 14.7792893, 121.0177336 14.7789741, 121.0175937 14.7789327, 121.0176891 14.7786318, 121.0174727 14.7785677, 121.0173245 14.7790351, 121.0173831 14.7790525, 121.0172364 14.7795152, 121.0173977 14.7795631))"
,,industrial,"POLYGON ((121.017847 14.7791699, 121.0178694 14.7791095, 121.0177925 14.7790829, 121.0177701 14.7791433, 121.017847 14.7791699))"
,,industrial,"POLYGON ((121.0175906 14.779388, 121.0176193 14.7792925, 121.0174985 14.7792585, 121.0174698 14.779354, 121.0175906 14.779388))"
,,industrial,"POLYGON ((121.0175224 14.7795921, 121.0175526 14.779499, 121.0174431 14.7794658, 121.0174129 14.7795588, 121.0175224 14.7795921))"
,,industrial,"POLYGON ((121.0171127 14.7798839, 121.0171966 14.7796015, 121.0170324 14.7795559, 121.0169485 14.7798383, 121.0171127 14.7798839))"
,,industrial,"POLYGON ((121.0172797 14.7799312, 121.0173636 14.7796487, 121.0171994 14.7796031, 121.0171155 14.7798856, 121.0172797 14.7799312))"
,,industrial,"POLYGON ((121.0178395 14.7798661, 121.0178636 14.7797785, 121.0176564 14.7797253, 121.0176323 14.7798129, 121.0178395 14.7798661))"
,,industrial,"POLYGON ((121.0177597 14.7799074, 121.0177723 14.7798639, 121.0177147 14.7798483, 121.0177021 14.7798918, 121.0177597 14.7799074))"
,,industrial,"POLYGON ((121.017783 14.7799791, 121.0177975 14.7799387, 121.017745 14.779921, 121.0177305 14.7799614, 121.017783 14.7799791))"
,,industrial,"POLYGON ((121.0145738 14.7902188, 121.0146005 14.7899721, 121.0144777 14.7899597, 121.014451 14.7902064, 121.0145738 14.7902188))"
,,industrial,"POLYGON ((121.0145137 14.7903853, 121.0145216 14.7903464, 121.0144286 14.7903288, 121.0144207 14.7903677, 121.0145137 14.7903853))"
,,industrial,"POLYGON ((121.014774 14.7904823, 121.0147948 14.7904238, 121.014572 14.7903496, 121.0145511 14.7904082, 121.014774 14.7904823))"
,,industrial,"POLYGON ((121.0150905 14.7904965, 121.0151589 14.7904181, 121.015096 14.7903668, 121.0150276 14.7904452, 121.0150905 14.7904965))"
,,industrial,"POLYGON ((121.0145648 14.7907392, 121.0146263 14.7906457, 121.0144665 14.7905476, 121.0144051 14.7906411, 121.0145648 14.7907392))"
,,industrial,"POLYGON ((121.0162796 14.791303, 121.01599 14.7910557, 121.0158545 14.7911838, 121.0161441 14.79144, 121.0162796 14.791303))"
15652523,industrial,,"POLYGON ((121.015915 14.7907776, 121.0157986 14.7907421, 121.0156891 14.7907076, 121.0149066 14.790082, 121.0146918 14.7898717, 121.0139673 14.7897943, 121.0138821 14.7904475, 121.0136882 14.7917774, 121.0137211 14.7922819, 121.0139598 14.7923138, 121.016118 14.792815, 121.016794 14.7926103, 121.0168745 14.7921346, 121.0168864 14.7920968, 121.0168447 14.7920308, 121.0165909 14.7917138, 121.0162317 14.7912164, 121.015915 14.7907776))"
,,industrial,"POLYGON ((121.0143725 14.7917588, 121.0144248 14.7914073, 121.0142277 14.7913685, 121.0141691 14.791723, 121.0143725 14.7917588))"
,,industrial,"POLYGON ((121.0146005 14.7917737, 121.014659 14.7914371, 121.0144587 14.7914162, 121.0144033 14.7917588, 121.0146005 14.7917737))"
,,industrial,"POLYGON ((121.0160085 14.7916813, 121.0157004 14.7913834, 121.0155648 14.7915205, 121.0158144 14.7918303, 121.0160085 14.7916813))"
,,industrial,"POLYGON ((121.0147607 14.7917975, 121.0148131 14.7914519, 121.0146929 14.7914371, 121.0146251 14.7917707, 121.0147607 14.7917975))"
,industrial,,"POLYGON ((121.0150991 14.7918239, 121.0151328 14.7914949, 121.0148419 14.791467, 121.0148083 14.791796, 121.0150991 14.7918239))"
,,industrial,"POLYGON ((121.0153029 14.7918571, 121.0153553 14.7915175, 121.0151735 14.7914907, 121.0151674 14.7918541, 121.0153029 14.7918571))"
,,industrial,"POLYGON ((121.0155587 14.7918899, 121.015611 14.7916158, 121.0153738 14.791583, 121.0153276 14.7918481, 121.0155587 14.7918899))"
,,industrial,"POLYGON ((121.0151303 14.7937784, 121.015118 14.7937102, 121.0148974 14.7937474, 121.0149098 14.7938157, 121.0151303 14.7937784))"
,,industrial,"POLYGON ((121.0145173 14.7939185, 121.0148597 14.7938523, 121.0148427 14.7937698, 121.0145512 14.7938262, 121.0142245 14.7937403, 121.014198 14.7938345, 121.0145173 14.7939185))"
,,industrial,"POLYGON ((121.0150798 14.7939959, 121.0151764 14.7938486, 121.0151058 14.7938053, 121.0148986 14.7938347, 121.0149116 14.7939201, 121.0150072 14.7939066, 121.0149862 14.7939386, 121.0150798 14.7939959))"
,,industrial,"POLYGON ((121.0149533 14.794183, 121.0148946 14.7938623, 121.0146661 14.7939014, 121.0147248 14.794222, 121.0149533 14.794183))"
,,industrial,"POLYGON ((121.0148294 14.7949246, 121.0147297 14.7941996, 121.0141841 14.7942697, 121.0142178 14.7945148, 121.0140653 14.7945344, 121.014104 14.7948159, 121.0139117 14.7948406, 121.013939 14.795039, 121.0148294 14.7949246))"
,,industrial,"POLYGON ((121.0177708 14.7968807, 121.0178603 14.7967549, 121.0178115 14.7967196, 121.017722 14.7968532, 121.0177708 14.7968807))"
,,industrial,"POLYGON ((121.0397138 14.7939219, 121.0391678 14.7936476, 121.0391209 14.7937404, 121.0396605 14.7940208, 121.0397138 14.7939219))"
,,industrial,"POLYGON ((121.0382788 14.7950048, 121.0384659 14.7949739, 121.038444 14.7948497, 121.038217 14.7948872, 121.0382389 14.7950114, 121.0382788 14.7950048))"
